full_name,eai_url,link,pdf_link,publication_date,data_source,publication,title,eai_match,affiliation,type,citations
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3454287.3455490,,2019-12-01 00:00:00,ACM,NIPS'19: Proceedings of the 33rd International Conference on Neural Information Processing Systems,ODE2VAE: deep generative second order ODEs with Bayesian neural networks,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3454287.3454743,,2019-12-01 00:00:00,ACM,NIPS'19: Proceedings of the 33rd International Conference on Neural Information Processing Systems,Fast parallel algorithms for statistical subset selection problems,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1007/s10994-005-5316-9,,2006-03-01 00:00:00,ACM,Machine Language (MALE),A Unified View on Clustering Binary Data,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/2969239.2969318,,2015-12-01 00:00:00,ACM,NIPS'15: Proceedings of the 28th International Conference on Neural Information Processing Systems - Volume 1,Active learning from weak and strong labelers,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/AAI28157302,,2020-01-01 00:00:00,ACM,,Active Recursive Bayesian Classification (Querying and Stopping) for Event Related Potential Driven Brain Computer Interface Systems,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1109/MIS.2005.105,,2005-11-01 00:00:00,ACM,IEEE Intelligent Systems (IEEECS-INTELLI-NEW),Evolving Feature Selection,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3454287.3455465,,2019-12-01 00:00:00,ACM,NIPS'19: Proceedings of the 33rd International Conference on Neural Information Processing Systems,Communication-efficient distributed SGD with sketching,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/AAI27956004,,2020-01-01 00:00:00,ACM,,Statistical Learning and Inference in Neural Signal Processing: Applications to Brain Interfaces,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/AAI28419519,,2021-01-01 00:00:00,ACM,,Spectral Ranking Regression,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/AAI28417446,,2021-01-01 00:00:00,ACM,,Leveraging Structural Properties for Large-Scale Optimization,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/AAI28090683,,2020-01-01 00:00:00,ACM,,Learning from Class and Comparison Labels,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/3605157.3605173,,2023-07-01 00:00:00,ACM,FUZZING 2023: Proceedings of the 2nd International Fuzzing Workshop,Large Language Models for Fuzzing Parsers (Registered Report),False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3327144.3327334,,2018-12-01 00:00:00,ACM,NIPS'18: Proceedings of the 32nd International Conference on Neural Information Processing Systems,Differentially private uniformly most powerful tests for binomial data,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3625834.3625852,,2023-07-01 00:00:00,ACM,UAI '23: Proceedings of the Thirty-Ninth Conference on Uncertainty in Artificial Intelligence,Amortized inference for gaussian process hyperparameters of structured kernels,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3524938.3525792,,2020-07-01 00:00:00,ACM,ICML'20: Proceedings of the 37th International Conference on Machine Learning,Generative teaching networks: accelerating neural architecture search by learning to generate synthetic training data,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3454287.3455323,,2019-12-01 00:00:00,ACM,NIPS'19: Proceedings of the 33rd International Conference on Neural Information Processing Systems,Exact sampling of determinantal point processes with sublinear time preprocessing,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3625834.3626062,,2023-07-01 00:00:00,ACM,UAI '23: Proceedings of the Thirty-Ninth Conference on Uncertainty in Artificial Intelligence,Monte-Carlo search for an equilibrium in Dec-POMDPs,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3625834.3626031,,2023-07-01 00:00:00,ACM,UAI '23: Proceedings of the Thirty-Ninth Conference on Uncertainty in Artificial Intelligence,Two-stage kernel Bayesian optimization in high dimensions,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3625834.3625837,,2023-07-01 00:00:00,ACM,UAI '23: Proceedings of the Thirty-Ninth Conference on Uncertainty in Artificial Intelligence,Bounding the optimal value function in compositional reinforcement learning,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3495724.3497020,,2020-12-01 00:00:00,ACM,NIPS'20: Proceedings of the 34th International Conference on Neural Information Processing Systems,Efficient algorithms for device placement of DNN graph operators,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3455716.3455754,,2020-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),Latent simplex position model: high dimensional multi-view clustering with uncertainty quantification,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1007/s10994-008-5084-4,,2009-01-01 00:00:00,ACM,Machine Language (MALE),Semi-supervised graph clustering: a kernel approach,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3524938.3524960,,2020-07-01 00:00:00,ACM,ICML'20: Proceedings of the 37th International Conference on Machine Learning,Maximum likelihood with bias-corrected calibration is hard-to-beat at label shift adaptation,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/AAI28492672,,2021-01-01 00:00:00,ACM,,Interpretable Machine Learning for Retinopathy of Prematurity,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/3351095.3372839,,2020-01-01 00:00:00,ACM,"FAT* '20: Proceedings of the 2020 Conference on Fairness, Accountability, and Transparency",Fairness warnings and fair-MAML: learning fairly with minimal data,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3625834.3626014,,2023-07-01 00:00:00,ACM,UAI '23: Proceedings of the Thirty-Ninth Conference on Uncertainty in Artificial Intelligence,SymNet 3.0: exploiting long-range influences in learning generalized neural policies for relational MDPs,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1145/3287560.3287574,,2019-01-01 00:00:00,ACM,"FAT* '19: Proceedings of the Conference on Fairness, Accountability, and Transparency",Explaining Explanations in AI,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3546258.3546509,,2021-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),Tractable approximate Gaussian inference for Bayesian neural networks,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/AAI28646717,,2021-01-01 00:00:00,ACM,,Can We Trust AI? Towards Practical Implementation and Theoretical Analysis in Trustworthy Machine Learning,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3618408.3620119,,2023-07-01 00:00:00,ACM,ICML'23: Proceedings of the 40th International Conference on Machine Learning,Learning useful representations for shifting tasks and distributions,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3546258.3546492,,2021-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),A general linear-time inference method for Gaussian processes on one dimension,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/AAI28716668,,2021-01-01 00:00:00,ACM,,An Analysis of Algorithms with Discrete Choice Models,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/AAI28776662,,2021-01-01 00:00:00,ACM,,Explainable Efficient Models for Computer Vision Applications,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/AAI29328235,,2022-01-01 00:00:00,ACM,,Robust Sparsified Deep Learning,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/AAI29165350,,2022-01-01 00:00:00,ACM,,Efficiency and Effectiveness in Large-Scale Learning,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/978-3-031-19809-0_fm,,2022-10-01 00:00:00,ACM,Computer Vision – ECCV 2022,Front Matter,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3546258.3546307,,2021-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),From low probability to high confidence in stochastic convex optimization,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3455716.3455944,,2020-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),Posterior sampling strategies based on discretized stochastic differential equations for machine learning applications,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/AAI29327975,,2022-01-01 00:00:00,ACM,,Machine Learning for Earth System Science and Engineering - Critical Challenges,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3291125.3291162,,2018-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),The xyz algorithm for fast interaction search in high-dimensional data,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3586589.3586657,,2022-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),Scaling-translation-equivariant networks with decomposed convolutional filters,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3546258.3546448,,2021-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),Collusion detection and ground truth inference in crowdsourcing for labeling tasks,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3586589.3586741,,2022-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),Intrinsically motivated goal exploration processes with automatic curriculum learning,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.1613/jair.1.14033,,2023-05-01 00:00:00,ACM,Journal of Artificial Intelligence Research (JAIR),Measuring Fairness Under Unawareness of Sensitive Attributes: A Quantification-Based Approach,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3546258.3546396,,2021-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),An algorithmic view of ℓ2 regularization and some path-following algorithms,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3546258.3546290,,2021-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),Learning interaction kernels in heterogeneous systems of agents from multiple trajectories,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3455716.3455857,,2020-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),Importance sampling techniques for policy optimization,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3546258.3546355,,2021-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),Safe policy iteration: a monotonically improving approximate policy iteration approach,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/2522366,,2012-01-01 00:00:00,ACM,,Bayesian models for unsupervised feature selection,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/2519071,,2012-01-01 00:00:00,ACM,,Multiple alternative clusterings and dimensionality reduction,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/1571177,,2009-01-01 00:00:00,ACM,,"Non-redundant clustering, principal feature selection and learning methods applied to lung tumor image-guided radiotherapy",False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/proceedings/10.1145/3605157,,2023-07-01 00:00:00,ACM,,FUZZING 2023: Proceedings of the 2nd International Fuzzing Workshop,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/10.5555/3586589.3586721,,2022-01-01 00:00:00,ACM,The Journal of Machine Learning Research (JMLR),An optimization-centric view on Bayes' rule: reviewing and generalizing variational inference,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/book/10.5555/2604810,,2013-01-01 00:00:00,ACM,,Understanding neurodegeneration with multi-scale images - an integrated neural image analysis system,False,,,0
Jennifer G. Dy,https://ai.northeastern.edu/ai-our-people/jennifer-dy/,https://dl.acm.org/doi/proceedings/10.1145/3583133,,2023-07-01 00:00:00,ACM,,GECCO '23 Companion: Proceedings of the Companion Conference on Genetic and Evolutionary Computation,False,,,0
Tina Eliassi-Rad,https://ai.northeastern.edu/ai-our-people/tina-eliassi-rad/,https://dl.acm.org/doi/10.1023/A%3A1024009718142,,2003-02-01 00:00:00,ACM,User Modeling and User-Adapted Interaction (KLU-USER),A System for Building Intelligent Agents that Learn to Retrieve and Extract Information,False,,,0
Tina Eliassi-Rad,https://ai.northeastern.edu/ai-our-people/tina-eliassi-rad/,https://dl.acm.org/doi/10.1145/3327964.3328490,,2019-06-01 00:00:00,ACM,GRADES-NDA'19: Proceedings of the 2nd Joint International Workshop on Graph Data Management Experiences & Systems (GRADES) and Network Data Analytics (NDA),"Length Spectrum Theory, Non-backtracking Cycles, and Two Graph Analysis Tasks",False,,,0
Tina Eliassi-Rad,https://ai.northeastern.edu/ai-our-people/tina-eliassi-rad/,https://dl.acm.org/doi/10.1137/21N975266,,2021-01-01 00:00:00,ACM,SIAM Review (SIREV),Survey and Review,False,,,0
Tina Eliassi-Rad,https://ai.northeastern.edu/ai-our-people/tina-eliassi-rad/,https://dl.acm.org/doi/10.1145/3292500.3332276,,2019-07-01 00:00:00,ACM,KDD '19: Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,"Incompleteness in Networks: Biases, Skewed Results, and Some Solutions",False,,,0
Tina Eliassi-Rad,https://ai.northeastern.edu/ai-our-people/tina-eliassi-rad/,https://dl.acm.org/doi/10.1145/2487575.2506177,,2013-08-01 00:00:00,ACM,KDD '13: Proceedings of the 19th ACM SIGKDD international conference on Knowledge discovery and data mining,Mining data from mobile devices: a survey of smart sensing and analytics,False,,,0
Tina Eliassi-Rad,https://ai.northeastern.edu/ai-our-people/tina-eliassi-rad/,https://dl.acm.org/doi/10.1145/2740908.2741987,,2015-05-01 00:00:00,ACM,WWW '15 Companion: Proceedings of the 24th International Conference on World Wide Web,Mining Mobility Data,False,,,0
